"","X1","CountyFips","CountyName","ReportYear","Value","pollutant","county","Id2","population","log_ppl","case","rate","rate_new","log_rate","log_pop","z_pop","z_pollutant"
"77",77,40153,"woodward",2010,7.819531036,7.819531036,"WOODWARD",40153,19977,9.90233689077873,165,0.00825949842318667,0.0910073562949304,16.662733435544,9.90233689077873,-0.268826313101828,-1.41529950091801
"78",78,40001,"adair",2011,10.88771958,10.88771958,"ADAIR",40001,22527,10.022469868768,126,0.0055932880543348,0.0748581830233324,12.5717514394971,10.022469868768,-0.245208043064509,1.30471039096701
"79",79,40003,"alfalfa",2011,8.645029874,8.645029874,"ALFALFA",40003,5641,8.63781663373998,31,0.00549547952490693,0.0741995680548619,3.58886988627561,8.63781663373998,-0.401607301044969,-0.68347843682776
"80",80,40005,"atoka",2011,9.867744929,9.867744929,"ATOKA",40005,14113,9.55485163741401,59,0.00418054276199249,0.0647022521395176,6.17487348196734,9.55485163741401,-0.323139072120981,0.40048266818989
"81",81,40007,"beaver",2011,7.528007499,7.528007499,"BEAVER",40007,5630,8.63586472113374,19,0.00337477797513321,0.0581255640702084,2.20012709943257,8.63586472113374,-0.401709183778463,-1.67374088839661
"82",82,40009,"beckham",2011,8.051169225,8.051169225,"BECKHAM",40009,22326,10.0135071975747,153,0.00685299650631551,0.0828776718796272,15.2793618640487,10.0135071975747,-0.247069718467451,-1.20994766012242
"83",83,40011,"blaine",2011,8.765472825,8.765472825,"BLAINE",40011,9701,9.17998425196128,78,0.00804040820533966,0.0897889218235466,8.49674660208001,9.17998425196128,-0.364003310318884,-0.576703376094132
"84",84,40013,"bryan",2011,9.856202121,9.856202121,"BRYAN",40013,43136,10.672113194272,322,0.00746476261127596,0.0865067115478001,30.1720937679733,10.672113194272,-0.0543261108295636,0.390249740359713
"85",85,40015,"caddo",2011,9.133311282,9.133311282,"CADDO",40015,29604,10.2956647663174,233,0.00787055803269828,0.0888329539641728,22.6308844827842,10.2956647663174,-0.179660397160937,-0.250607301062401
"86",86,40017,"canadian",2011,10.25330902,10.25330902,"CANADIAN",40017,119458,11.6907201241405,917,0.00767633812720789,0.0877271964524144,78.4382818391538,11.6907201241405,0.652573342420741,0.742292868715706
"87",87,40019,"carter",2011,9.728418378,9.728418378,"CARTER",40019,48074,10.7804967694086,682,0.0141864625369222,0.119390368235633,63.2623908329795,10.7804967694086,-0.00859002555729606,0.276966922176394
"88",88,40021,"cherokee",2011,11.03299248,11.03299248,"CHEROKEE",40021,47744,10.7736086835634,248,0.00519436997319035,0.0721345187759984,23.0192136436473,10.7736086835634,-0.0116465075621256,1.43349769310186
"89",89,40023,"choctaw",2011,9.882475973,9.882475973,"CHOCTAW",40023,15239,9.63161321028986,136,0.00892447010958724,0.0946104958545979,14.1201683488188,9.63161321028986,-0.312709985037836,0.413542030358538
"90",90,40025,"cimarron",2011,6.450087274,6.450087274,"CIMARRON",40025,2481,7.8164169836918,7,0.00282144296654575,0.0531422664194907,0.895550994094203,7.8164169836918,-0.430875431757882,-2.6293385097998
"91",91,40027,"cleveland",2011,10.52564661,10.52564661,"CLEVELAND",40027,261971,12.4759890895941,1567,0.00598157811360799,0.0774179742275513,125.601264055849,12.4759890895941,1.97253825137308,0.983725534312716
"92",92,40029,"coal",2011,9.669240762,9.669240762,"COAL",40029,5932,8.68811670325782,26,0.00438300741739717,0.0662527434407442,2.99259331890082,8.68811670325782,-0.39891203964071,0.224504793923895
"93",93,40031,"comanche",2011,9.190678701,9.190678701,"COMANCHE",40031,126072,11.7446084513019,1160,0.00920109143981217,0.0960700305762647,98.7687247991152,11.7446084513019,0.71383265145087,-0.199749948290826
"94",94,40033,"cotton",2011,8.746740145,8.746740145,"COTTON",40033,6154,8.72485755588199,61,0.00991225219369516,0.0997255100671646,6.99151815480082,8.72485755588199,-0.396855860837461,-0.593310267805906
"95",95,40035,"craig",2011,10.44101293,10.44101293,"CRAIG",40035,14936,9.61152968522156,92,0.00615961435457954,0.0785640058571898,9.57183747155844,9.61152968522156,-0.31551639124227,0.908696101314926
"96",96,40037,"creek",2011,11.10083068,11.10083068,"CREEK",40037,70662,11.1656632250696,680,0.00962327700885908,0.098256325915928,60.900994978358,11.1656632250696,0.200621536639946,1.49363760054285
"97",97,40039,"custer",2011,8.471462499,8.471462499,"CUSTER",40039,27727,10.2301619466772,173,0.00623940563349803,0.0790722816002282,16.9107782361345,10.2301619466772,-0.197045296321741,-0.837349351257626
"98",98,40041,"delaware",2011,10.81277525,10.81277525,"DELAWARE",40041,41374,10.630407943203,199,0.00480978392227002,0.0694083215859125,18.7198836642237,10.630407943203,-0.0706458723220171,1.23827075858544
"99",99,40043,"dewey",2011,8.17887434,8.17887434,"DEWEY",40043,4760,8.46800294722547,28,0.00588235294117647,0.076771891269778,3.30656474430895,8.46800294722547,-0.409767181791196,-1.09673454721787
"100",100,40045,"ellis",2011,7.725368803,7.725368803,"ELLIS",40045,4041,8.30424746507847,27,0.0066815144766147,0.081831831286282,3.25134819422736,8.30424746507847,-0.416426607735051,-1.49877618480787
"101",101,40047,"garfield",2011,9.391445025,9.391445025,"GARFIELD",40047,60706,11.01379781895,408,0.00672091720752479,0.0820733106590185,37.0444424990268,11.01379781895,0.108408400760906,-0.0217666270554701
"102",102,40049,"garvin",2011,9.616628773,9.616628773,"GARVIN",40049,27374,10.2173489367712,207,0.00756192007013955,0.0870692724054893,20.2596584770662,10.2173489367712,-0.20031480586024,0.177863224000954
"103",103,40051,"grady",2011,9.829245162,9.829245162,"GRADY",40051,52763,10.8735654664732,363,0.00687982108674639,0.0830400900016603,33.383714028232,10.8735654664732,0.0348398051113274,0.366351862480424
"104",104,40053,"grant",2011,9.007922756,9.007922756,"GRANT",40053,4546,8.42200300441249,29,0.00637923449186098,0.0799552731892831,3.44336139334149,8.42200300441249,-0.411749264060994,-0.361766711951878
"105",105,40055,"greer",2011,7.893507523,7.893507523,"GREER",40055,6151,8.72436994920837,56,0.00910421069744757,0.0955613652377538,6.4188016241885,8.72436994920837,-0.396883647037505,-1.34971788051844
"106",106,40057,"harmon",2011,7.710905901,7.710905901,"HARMON",40057,2933,7.98378106897745,101,0.034435731333106,0.186650552516036,12.6506474973939,7.98378106897745,-0.426688977617934,-1.51159783378452
"107",107,40059,"harper",2011,7.719241978,7.719241978,"HARPER",40059,3708,8.21824792668574,7,0.00188781014023732,0.0434626193426545,0.851763059772153,8.21824792668574,-0.419510875939925,-1.5042077364765
"108",108,40061,"haskell",2011,10.7195695,10.7195695,"HASKELL",40061,12712,9.45030170821655,52,0.00409062303335431,0.0640016637788533,5.50246982641715,9.45030170821655,-0.336115227541485,1.15564201581266
"109",109,40063,"hughes",2011,10.04699922,10.04699922,"HUGHES",40063,13854,9.53632927858255,86,0.00620759347480872,0.0788700254182037,9.01814497881755,9.53632927858255,-0.325537947391438,0.55939514625005
"110",110,40065,"jackson",2011,8.203542874,8.203542874,"JACKSON",40065,26406,10.1813465360391,311,0.0117776262970537,0.108738937113536,30.5460578224253,10.1813465360391,-0.20928048640774,-1.07486540341003
"111",111,40067,"jefferson",2011,8.980368663,8.980368663,"JEFFERSON",40067,6437,8.76981787205262,54,0.0083890010874631,0.0917200363035725,6.15748249140789,8.76981787205262,-0.394234695966653,-0.38619396094493
"112",112,40069,"johnston",2011,9.559195014,9.559195014,"JOHNSTON",40069,11073,9.31226499169811,80,0.00722478099882597,0.0851013954528014,8.59082082300279,9.31226499169811,-0.351295754832138,0.126947059505901
"113",113,40071,"kay",2011,9.82263186,9.82263186,"KAY",40071,45816,10.7323886540737,500,0.0109132180897503,0.104657298992945,46.5879513047838,10.7323886540737,-0.0295037721236752,0.360489039319443
"114",114,40073,"kingfisher",2011,9.321359616,9.321359616,"KINGFISHER",40073,15113,9.62331057957012,129,0.00853569774366439,0.0925207812249448,13.4049502957809,9.62331057957012,-0.31387700543968,-0.0838987297678659
"115",115,40075,"kiowa",2011,8.346069033,8.346069033,"KIOWA",40075,9405,9.14899674173513,123,0.0130781499202552,0.114610486551359,13.4440970384117,9.14899674173513,-0.366744882056549,-0.948513141554911
"116",116,40077,"latimer",2011,10.12248224,10.12248224,"LATIMER",40077,11115,9.3160508263983,57,0.00512820512820513,0.071672835481634,6.11847241520868,9.3160508263983,-0.350906748031524,0.626312337982239
"117",117,40079,"le flore",2011,11.3302082,11.3302082,"LE FLORE",40079,50239,10.8245468964854,146,0.0029061087999363,0.0539344818043497,13.4878624847941,10.8245468964854,0.011462348807722,1.69698531351054
"118",118,40081,"lincoln",2011,10.01496238,10.01496238,"LINCOLN",40081,34321,10.4435126907065,281,0.00818740712683197,0.0906082212528841,26.9066556743936,10.4435126907065,-0.135971228625238,0.530993853286765
"119",119,40083,"logan",2011,9.988294025,9.988294025,"LOGAN",40083,43101,10.6713014776788,335,0.00777244147467576,0.0882760574371069,31.3926094863612,10.6713014776788,-0.0546502831634091,0.507351828567602
"120",120,40085,"love",2011,9.488657301,9.488657301,"LOVE",40085,9389,9.14729407025855,61,0.00649696453296411,0.0806912862340477,6.66863878339005,9.14729407025855,-0.36689307512345,0.0644139803422537
"121",121,40093,"major",2011,8.699710775,8.699710775,"MAJOR",40093,7621,8.93866287366612,43,0.00564230415955911,0.0751860896362923,4.8105629004849,8.93866287366612,-0.383268409015992,-0.635002735454049
"122",122,40095,"marshall",2011,9.637288219,9.637288219,"MARSHALL",40095,15892,9.67357111693449,121,0.00761389378303549,0.0873687382935947,12.5083072773588,9.67357111693449,-0.306661855494946,0.196178231920123
"123",123,40097,"mayes",2011,11.03648452,11.03648452,"MAYES",40097,41284,10.6282302946858,344,0.0083325259180312,0.091409917327012,32.366630234951,10.6282302946858,-0.0714794583233342,1.4365934557014
"124",124,40087,"mcclain",2011,10.08442545,10.08442545,"MCCLAIN",40087,35152,10.4674367946244,229,0.00651456531634046,0.0808007499638727,21.8773711743456,10.4674367946244,-0.128274451213076,0.592574240153857
"125",125,40089,"mccurtain",2011,10.50425694,10.50425694,"MCCURTAIN",40089,33246,10.4116897380954,87,0.00261685616314745,0.0511775536705185,8.35599236900761,10.4116897380954,-0.145927950307637,0.964763168359707
"126",126,40091,"mcintosh",2011,10.6495318,10.6495318,"MCINTOSH",40091,20304,9.91857318995417,172,0.00847123719464145,0.0921697698804806,17.3412038915241,9.91857318995417,-0.265797617297043,1.09355220807337
"127",127,40099,"murray",2011,9.438517825,9.438517825,"MURRAY",40099,13608,9.5184131340757,81,0.00595238095238095,0.0772284200866342,8.50982184309923,9.5184131340757,-0.327816415795039,0.0199643421475511
"128",128,40101,"muskogee",2011,11.13200794,11.13200794,"MUSKOGEE",40101,70726,11.1665685353416,698,0.00986907219410118,0.099507338258281,62.5080119994667,11.1665685353416,0.201214308907549,1.52127685881716
"129",129,40103,"noble",2011,9.591520132,9.591520132,"NOBLE",40103,11554,9.35478697634121,97,0.00839536091396919,0.0917548947388121,10.3690228591328,9.35478697634121,-0.346840700758432,0.155603916623854
"130",130,40105,"nowata",2011,10.36273145,10.36273145,"NOWATA",40105,10620,9.27049429479593,57,0.00536723163841808,0.0733270864859275,6.14853946159024,9.27049429479593,-0.355491471038768,0.839298019385514
"131",131,40107,"okfuskee",2011,10.03612123,10.03612123,"OKFUSKEE",40107,12296,9.41702928521843,73,0.00593689004554327,0.0771276622031246,7.75191387740351,9.41702928521843,-0.339968247280906,0.549751592739725
"132",132,40109,"oklahoma",2011,10.7998306,10.7998306,"OKLAHOMA",40109,730044,13.5008600852808,6865,0.00940354280015999,0.0971244926126782,508.486122857055,13.5008600852808,6.30786158908999,1.22679507006694
"133",133,40111,"okmulgee",2011,10.53446825,10.53446825,"OKMULGEE",40111,39815,10.5919990046915,311,0.00781112645987693,0.0884960423573073,29.3617852364081,10.5919990046915,-0.0850854342781664,0.991546092833987
"134",134,40113,"osage",2011,11.40223626,11.40223626,"OSAGE",40113,48331,10.7858284557072,409,0.00846247749891374,0.0921219680749462,37.9201284054895,10.7858284557072,-0.00620967442020154,1.76083961479734
"135",135,40115,"ottawa",2011,10.53777529,10.53777529,"OTTAWA",40115,31901,10.370392636244,328,0.0102818093476694,0.101573827356975,31.6285035200747,10.370392636244,-0.158385429993988,0.994477849270681
"136",136,40117,"pawnee",2011,10.14484749,10.14484749,"PAWNEE",40117,16786,9.72830048464277,139,0.0082807101155725,0.0911244660892507,14.2882099724846,9.72830048464277,-0.298381567881862,0.646139574920935
"137",137,40119,"payne",2011,10.01053344,10.01053344,"PAYNE",40119,77970,11.2640794163036,495,0.00634859561369758,0.0797626239436465,43.9450026678202,11.2640794163036,0.268308719946898,0.527067510287368
"138",138,40121,"pittsburg",2011,10.54924613,10.54924613,"PITTSBURG",40121,45628,10.7282768421478,246,0.00539142631717367,0.0734924719534298,22.930057046398,10.7282768421478,-0.0312450406597599,1.00464697604395
"139",139,40123,"pontotoc",2011,9.758372885,9.758372885,"PONTOTOC",40123,37719,10.5379192252613,210,0.00556748588244651,0.0746849983084789,19.9280328033443,10.5379192252613,-0.104498726042175,0.303522185706684
"140",140,40125,"pottawatomie",2011,9.941103477,9.941103477,"POTTAWATOMIE",40125,70145,11.1583198071529,609,0.00868201582436382,0.0933126927060217,54.5781094757302,11.1583198071529,0.195833048165713,0.465516473431267
"141",141,40127,"pushmataha",2011,9.890091718,9.890091718,"PUSHMATAHA",40127,11393,9.34075441069812,65,0.00570525761432459,0.0756051634376933,6.95875270262479,9.34075441069812,-0.348331893494122,0.420293539086574
"142",142,40129,"roger mills",2011,7.662770367,7.662770367,"ROGER MILLS",40129,3803,8.24354550792826,18,0.00473310544307126,0.0688519555268255,2.18352649144575,8.24354550792826,-0.418630979605201,-1.55427093771981
"143",143,40131,"rogers",2011,11.46832972,11.46832972,"ROGERS",40131,87735,11.3820761865452,735,0.00837750042742349,0.0916569674930477,64.5752135158651,11.3820761865452,0.358752801089809,1.81943277568391
"144",144,40133,"seminole",2011,9.897841389,9.897841389,"SEMINOLE",40133,25489,10.1460022655296,182,0.00714033504649064,0.0846013880450951,17.9380996807317,10.1460022655296,-0.217773801554494,0.427163775865234
"145",145,40135,"sequoyah",2011,11.25014195,11.25014195,"SEQUOYAH",40135,42021,10.6459247723072,112,0.00266533399966683,0.05164983420461,10.5204575831064,10.6459247723072,-0.0646533151792149,1.62600499763914
"146",146,40137,"stephens",2011,9.154374734,9.154374734,"STEPHENS",40137,45127,10.7172360159827,388,0.00859795687725752,0.0928585597698471,36.2033643209287,10.7172360159827,-0.035885336067092,-0.231934133825243
"147",147,40139,"texas",2011,7.562251899,7.562251899,"TEXAS",40139,21190,9.96128465126234,47,0.0022180273714016,0.0471133653634887,4.71826693498252,9.96128465126234,-0.257591426217409,-1.64338254978544
"148",148,40141,"tillman",2011,8.478964263,8.478964263,"TILLMAN",40141,7985,8.98532006064911,98,0.0122730118973075,0.111011495357088,10.9066788204003,8.98532006064911,-0.379897016743998,-0.830698888942821
"149",149,40143,"tulsa",2011,11.21221078,11.21221078,"TULSA",40143,608701,13.3190824573261,5298,0.00870378067392694,0.093429922864413,397.775148323814,13.3190824573261,5.1839746317808,1.59237826442793
"150",150,40145,"wagoner",2011,11.56066081,11.56066081,"WAGONER",40145,74088,11.2130088548501,448,0.00604686318972033,0.0778401620939188,39.9535937052454,11.2130088548501,0.232353377090085,1.90128611504913
"151",151,40147,"washington",2011,10.60374621,10.60374621,"WASHINGTON",40147,51522,10.8497641799005,356,0.00690966965568107,0.0832204486681941,32.8117730576578,10.8497641799005,0.023345580359832,1.05296237602105
"152",152,40149,"washita",2011,8.403296882,8.403296882,"WASHITA",40149,11622,9.36065513263505,74,0.00636723455515402,0.0798798756075386,7.90542958280836,9.36065513263505,-0.346210880224104,-0.897779520351708
"153",153,40151,"woods",2011,8.341568096,8.341568096,"WOODS",40151,8765,9.07852179735533,31,0.00353679406731318,0.0595060634541711,3.41465281374669,9.07852179735533,-0.372672604732582,-0.952503311320289
"154",154,40153,"woodward",2011,8.053819723,8.053819723,"WOODWARD",40153,20078,9.90737996725147,133,0.00662416575356111,0.0814791026736569,13.4243362462757,9.90737996725147,-0.267890844367017,-1.20759794116772
